Chr,Start,Stop,Region,Coverage,CoverageRead1,CoverageRead2,GeneIDs
chr1,43814944,43815111,CHP2_MPL_1.1,1177,647,530,MPL
chr1,115252161,115252294,CHP2_NRAS_3.1,3406,1718,1688,NRAS
chr1,115256480,115256609,CHP2_NRAS_2.1,2487,1258,1229,NRAS
chr1,115258665,115258799,CHP2_NRAS_1.1,3359,1703,1656,NRAS
chr2,29432548,29432705,CHP2_ALK_2.1,685,348,337,ALK
chr2,29443583,29443754,CHP2_ALK_1.1,1430,729,701,ALK
chr2,209113079,209113231,CHP2_IDH1_1.1,4641,2338,2303,IDH1
chr2,212288880,212289015,CHP2_ERBB4_8.1,3463,1739,1724,ERBB4
chr2,212530027,212530205,CHP2_ERBB4_7.1,758,385,373,ERBB4
chr2,212576775,212576935,CHP2_ERBB4_6.1,7146,3597,3549,ERBB4
chr2,212578264,212578440,CHP2_ERBB4_5.1,4624,2378,2246,ERBB4
chr2,212587109,212587264,CHP2_ERBB4_4.1,3232,1628,1604,ERBB4
chr2,212589740,212589892,CHP2_ERBB4_3.1,648,324,324,ERBB4
chr2,212652695,212652831,CHP2_ERBB4_2.1,4435,2243,2192,ERBB4
chr2,212812051,212812194,CHP2_ERBB4_1.1,3787,1901,1886,ERBB4
chr3,10183741,10183879,CHP2_VHL_1.1,482,245,237,VHL
chr3,10188162,10188331,CHP2_VHL_2.1,2728,1391,1337,VHL
chr3,10191394,10191552,CHP2_VHL_3.1,4026,2030,1996,VHL
chr3,37067183,37067358,CHP2_MLH1_1.1,4998,2528,2470,MLH1
chr3,41266005,41266172,CHP2_CTNNB1_1.1,1365,691,674,CTNNB1
chr3,178916751,178916906,CHP2_PIK3CA_1.1,3401,1707,1694,PIK3CA
chr3,178916907,178917060,CHP2_PIK3CA_2.1,2042,1024,1018,PIK3CA
chr3,178921440,178921595,CHP2_PIK3CA_3.1,3918,1968,1950,PIK3CA
chr3,178927381,178927550,CHP2_PIK3CA_4.1,2449,1238,1211,PIK3CA
chr3,178927877,178928011,CHP2_PIK3CA_5.1,1745,878,867,PIK3CA
chr3,178928045,178928185,CHP2_PIK3CA_6.1,1800,905,895,PIK3CA
chr3,178935999,178936130,CHP2_PIK3CA_7.1,4557,2289,2268,PIK3CA
chr3,178938763,178938943,CHP2_PIK3CA_8.1,2511,1268,1243,PIK3CA
chr3,178947794,178947921,CHP2_PIK3CA_9.1,6780,3414,3366,PIK3CA
chr3,178951972,178952122,CHP2_PIK3CA_10.1,3026,1515,1511,PIK3CA
chr3,178952116,178952262,CHP2_PIK3CA_11.1,3382,1701,1681,PIK3CA
chr4,1803527,1803678,CHP2_FGFR3_1.1,722,437,285,FGFR3
chr4,1806057,1806212,CHP2_FGFR3_2.1,305,156,149,FGFR3
chr4,1807809,1807955,CHP2_FGFR3_3.1,1289,666,623,FGFR3
chr4,1808287,1808424,CHP2_FGFR3_4.1,2290,1157,1133,FGFR3
chr4,1808857,1809031,CHP2_FGFR3_5.1,2031,1034,997,FGFR3
chr4,55140957,55141128,CHP2_PDGFRA_1.1,2316,1170,1146,PDGFRA
chr4,55144077,55144220,CHP2_PDGFRA_2.1,5407,2719,2688,PDGFRA
chr4,55144514,55144678,CHP2_PDGFRA_3.1,3528,1775,1753,PDGFRA
