Chr,Start,Stop,Region,Coverage,CoverageRead1,CoverageRead2,GeneIDs
chr1,43814944,43815111,CHP2_MPL_1.1,877,487,390,MPL
chr1,115252161,115252294,CHP2_NRAS_3.1,3100,1560,1540,NRAS
chr1,115256480,115256609,CHP2_NRAS_2.1,2085,1051,1034,NRAS
chr1,115258665,115258799,CHP2_NRAS_1.1,3018,1512,1506,NRAS
chr2,29432548,29432705,CHP2_ALK_2.1,624,315,309,ALK
chr2,29443583,29443754,CHP2_ALK_1.1,1388,695,693,ALK
chr2,209113079,209113231,CHP2_IDH1_1.1,2875,1441,1434,IDH1
chr2,212288880,212289015,CHP2_ERBB4_8.1,2546,1270,1276,ERBB4
chr2,212530027,212530205,CHP2_ERBB4_7.1,511,257,254,ERBB4
chr2,212576775,212576935,CHP2_ERBB4_6.1,4514,2268,2246,ERBB4
chr2,212578264,212578440,CHP2_ERBB4_5.1,2829,1415,1414,ERBB4
chr2,212587109,212587264,CHP2_ERBB4_4.1,2353,1184,1169,ERBB4
chr2,212589740,212589892,CHP2_ERBB4_3.1,521,264,257,ERBB4
chr2,212652695,212652831,CHP2_ERBB4_2.1,3360,1689,1671,ERBB4
chr2,212812051,212812194,CHP2_ERBB4_1.1,2701,1353,1348,ERBB4
chr3,10183741,10183879,CHP2_VHL_1.1,350,180,170,VHL
chr3,10188162,10188331,CHP2_VHL_2.1,2448,1235,1213,VHL
chr3,10191394,10191552,CHP2_VHL_3.1,3514,1763,1751,VHL
chr3,37067183,37067358,CHP2_MLH1_1.1,3533,1766,1767,MLH1
chr3,41266005,41266172,CHP2_CTNNB1_1.1,1219,610,609,CTNNB1
chr3,178916751,178916906,CHP2_PIK3CA_1.1,2501,1257,1244,PIK3CA
chr3,178916907,178917060,CHP2_PIK3CA_2.1,1675,837,838,PIK3CA
chr3,178921440,178921595,CHP2_PIK3CA_3.1,2998,1502,1496,PIK3CA
chr3,178927381,178927550,CHP2_PIK3CA_4.1,1622,811,811,PIK3CA
chr3,178927877,178928011,CHP2_PIK3CA_5.1,1152,578,574,PIK3CA
chr3,178928045,178928185,CHP2_PIK3CA_6.1,1403,702,701,PIK3CA
chr3,178935999,178936130,CHP2_PIK3CA_7.1,3876,1943,1933,PIK3CA
chr3,178938763,178938943,CHP2_PIK3CA_8.1,1829,917,912,PIK3CA
chr3,178947794,178947921,CHP2_PIK3CA_9.1,5248,2637,2611,PIK3CA
